gisaid id,sequence_name,country,travel_history,sample_date,epi_week,lineage
EPI_ISL_426783,Australia/VIC513/2020,Australia,,2020-03-23,13.0,B.1
EPI_ISL_426786,Australia/VIC516/2020,Australia,,2020-03-23,13.0,B.1.1
EPI_ISL_426787,Australia/VIC517/2020,Australia,,2020-03-23,13.0,B.1.25
EPI_ISL_426788,Australia/VIC518/2020,Australia,,2020-03-23,13.0,B.2.4
EPI_ISL_426789,Australia/VIC520/2020,Australia,,2020-03-23,13.0,B.1.23
EPI_ISL_413458,USA/WA7-UW4/2020,USA,,2020-03-01,10.0,A.1
EPI_ISL_426791,Australia/VIC523/2020,Australia,,2020-03-24,13.0,B.1
EPI_ISL_426794,Australia/VIC528/2020,Australia,,2020-03-24,13.0,A.1
EPI_ISL_426796,Australia/VIC530/2020,Australia,,2020-03-23,13.0,B.1
EPI_ISL_426797,Australia/VIC531/2020,Australia,,2020-03-24,13.0,B.1
EPI_ISL_426798,Australia/VIC532/2020,Australia,,2020-03-23,13.0,A.1
EPI_ISL_413485,Anhui/SZ005/2020,China,,2020-01-24,4.0,A
EPI_ISL_413486,USA/WA8-UW5/2020,USA,,2020-03-01,10.0,A.1
EPI_ISL_413487,USA/WA9-UW6/2020,USA,,2020-03-01,10.0,A.1
EPI_ISL_413488,Germany/NRW-01/2020,Germany,,2020-02-28,9.0,B.3
EPI_ISL_413489,Italy/UniSR1/2020,Italy,,2020-03-03,10.0,B.1
EPI_ISL_426762,Australia/VIC470/2020,Australia,,2020-03-26,13.0,A.1
EPI_ISL_426763,Australia/VIC471/2020,Australia,,2020-03-26,13.0,A.1
EPI_ISL_426765,Australia/VIC492/2020,Australia,,2020-03-23,13.0,B.2
EPI_ISL_426767,Australia/VIC494/2020,Australia,,2020-03-23,13.0,B.6
EPI_ISL_426771,Australia/VIC498/2020,Australia,,2020-03-23,13.0,B.1.25
EPI_ISL_426772,Australia/VIC500/2020,Australia,,2020-03-24,13.0,B.1.1
EPI_ISL_426773,Australia/VIC502/2020,Australia,,2020-03-22,13.0,A.1
EPI_ISL_413490,New_Zealand/01/2020,New_Zealand,Iran,2020-02-27,9.0,B.4
EPI_ISL_424177,USA/WA-UW-1465/2020,USA,,2020-03-17,12.0,A.1
EPI_ISL_424175,USA/WA-UW-1362/2020,USA,,2020-03-17,12.0,A.1
EPI_ISL_424174,USA/CT-UW-1365/2020,USA,,2020-03-13,11.0,B.1
EPI_ISL_424172,USA/WA-UW-1575/2020,USA,,2020-03-19,12.0,B.1
EPI_ISL_424166,USA/WA-UW-1620/2020,USA,,2020-03-19,12.0,B.1
EPI_ISL_426700,Australia/VIC397/2020,Australia,,2020-03-24,13.0,B.6
EPI_ISL_426702,Australia/VIC399/2020,Australia,,2020-03-24,13.0,B.1.138
EPI_ISL_426703,Australia/VIC400/2020,Australia,,2020-03-24,13.0,B.1.1
EPI_ISL_426705,Australia/VIC402/2020,Australia,,2020-03-24,13.0,B.1.25
EPI_ISL_426707,Australia/VIC404/2020,Australia,,2020-03-24,13.0,B.1.1
EPI_ISL_426708,Australia/VIC406/2020,Australia,,2020-03-25,13.0,B.4.3
EPI_ISL_426709,Australia/VIC407/2020,Australia,,2020-03-25,13.0,B.4.3
EPI_ISL_426712,Australia/VIC410/2020,Australia,,2020-03-26,13.0,B.1.5
EPI_ISL_426713,Australia/VIC413/2020,Australia,,2020-03-26,13.0,B.1
EPI_ISL_426737,Australia/VIC440/2020,Australia,,2020-03-26,13.0,B.1.98
EPI_ISL_426741,Australia/VIC444/2020,Australia,,2020-03-27,13.0,B.1
EPI_ISL_426745,Australia/VIC449/2020,Australia,,2020-03-24,13.0,B.1
EPI_ISL_426746,Australia/VIC450/2020,Australia,,2020-03-25,13.0,B.1
EPI_ISL_426749,Australia/VIC453/2020,Australia,,2020-03-25,13.0,B.1
EPI_ISL_426753,Australia/VIC460/2020,Australia,,2020-03-26,13.0,B.1
EPI_ISL_426757,Australia/VIC464/2020,Australia,,2020-03-26,13.0,B.1.23
EPI_ISL_426714,Australia/VIC414/2020,Australia,,2020-03-26,13.0,B.1.23
EPI_ISL_426718,Australia/VIC418/2020,Australia,,2020-03-25,13.0,B.1
EPI_ISL_426719,Australia/VIC419/2020,Australia,,2020-03-25,13.0,B.1.23
EPI_ISL_426721,Australia/VIC421/2020,Australia,,2020-03-25,13.0,B.1.1
EPI_ISL_426722,Australia/VIC422/2020,Australia,,2020-03-25,13.0,B.2.4
EPI_ISL_426723,Australia/VIC423/2020,Australia,,2020-03-25,13.0,A.1
EPI_ISL_426726,Australia/VIC426/2020,Australia,,2020-03-25,13.0,B.2.1
EPI_ISL_426732,Australia/VIC433/2020,Australia,,2020-03-25,13.0,A.2.2
EPI_ISL_426733,Australia/VIC434/2020,Australia,,2020-03-25,13.0,A.1
EPI_ISL_424703,Sweden/RV-FOI-1/2020,Sweden,,2020-03-15,12.0,B
EPI_ISL_424633,Belgium/ULG-10069/2020,Belgium,,2020-04-03,14.0,B.1
EPI_ISL_424630,Belgium/ULG-10067/2020,Belgium,,2020-04-03,14.0,B.1.1
EPI_ISL_424627,Mexico/CDMX-INER_05/2020,Mexico,,2020-03-16,12.0,A.1
EPI_ISL_424614,Iceland/594/2020,Iceland,UK,2020-03-27,13.0,B.1
EPI_ISL_424613,Iceland/593/2020,Iceland,UK,2020-03-27,13.0,B.1
EPI_ISL_424655,Belgium/ULG-10056/2020,Belgium,,2020-04-05,15.0,B.1
EPI_ISL_424653,Belgium/ULG-10058/2020,Belgium,,2020-04-05,15.0,B.1
EPI_ISL_424652,Belgium/ULG-10055/2020,Belgium,,2020-04-05,15.0,B.1
EPI_ISL_413999,Switzerland/AG0361/2020,Switzerland,,2020-02-27,9.0,B.1
EPI_ISL_424647,Belgium/ULG-10092/2020,Belgium,,2020-04-04,14.0,B.1
EPI_ISL_424646,Belgium/ULG-10088/2020,Belgium,,2020-04-04,14.0,B.3
EPI_ISL_424644,Belgium/ULG-10086/2020,Belgium,,2020-04-04,14.0,B.1
EPI_ISL_424642,Belgium/ULG-10077/2020,Belgium,,2020-04-04,14.0,B.1
EPI_ISL_424640,Belgium/ULG-10081/2020,Belgium,,2020-04-03,14.0,B.1
EPI_ISL_413997,Switzerland/GE3895/2020,Switzerland,,2020-02-26,9.0,B.1.1
EPI_ISL_424673,Mexico/CDMX-InDRE_06/2020,Mexico,,2020-03-12,11.0,A.1
EPI_ISL_424670,Mexico/Queretaro-InDRE_04/2020,Mexico,,2020-03-10,11.0,A.5
EPI_ISL_424668,USA/AZ-ASU2922/2020,USA,,2020-03-16,12.0,A.1
EPI_ISL_424667,Mexico/EdoMex-InDRE_03/2020,Mexico,,2020-03-04,10.0,A.5
EPI_ISL_424664,Belgium/ULG-10062/2020,Belgium,,2020-04-05,15.0,B.1.6
EPI_ISL_424663,Belgium/ULG-10060/2020,Belgium,,2020-04-05,15.0,B.1
EPI_ISL_424658,Belgium/ULG-10049/2020,Belgium,,2020-04-05,15.0,B.1
EPI_ISL_424657,Belgium/ULG-10052/2020,Belgium,,2020-04-05,15.0,B.3
EPI_ISL_410045,USA/IL2/2020,USA,,2020-01-28,5.0,A.3
EPI_ISL_424854,USA/FL_9655/2020,USA,,2020-03-05,10.0,A.3
EPI_ISL_424853,USA/FL_9590/2020,USA,,2020-03-05,10.0,B.2
EPI_ISL_424851,USA/IL_0089/2020,USA,,2020-03-07,10.0,A.1
EPI_ISL_412871,South_Korea/KCDC07/2020,South_Korea,,2020-01-31,5.0,A
EPI_ISL_412873,South_Korea/KCDC24/2020,South_Korea,,2020-02-06,6.0,A
EPI_ISL_412869,South_Korea/KCDC05/2020,South_Korea,,2020-01-30,5.0,A
EPI_ISL_424848,USA/AZ_8132/2020,USA,,2020-03-09,11.0,A.1
EPI_ISL_424847,USA/MA_4811/2020,USA,,2020-03-07,10.0,B.1
EPI_ISL_424842,USA/SC_3575/2020,USA,,2020-03-07,10.0,A.3
EPI_ISL_424841,USA/SC_3569/2020,USA,,2020-03-06,10.0,A.3
EPI_ISL_412862,USA/CA9/2020,USA,,2020-02-23,9.0,B
EPI_ISL_424473,Iceland/449/2020,Iceland,,2020-03-20,12.0,B.2
EPI_ISL_424472,Iceland/448/2020,Iceland,,2020-03-20,12.0,B.3
EPI_ISL_424470,Iceland/446/2020,Iceland,,2020-03-20,12.0,B.2.7
EPI_ISL_424467,Iceland/443/2020,Iceland,,2020-03-20,12.0,B.1.1.17
EPI_ISL_424466,Iceland/442/2020,Iceland,,2020-03-20,12.0,B.1.1.10
EPI_ISL_424465,Iceland/441/2020,Iceland,Spain,2020-03-20,12.0,B.1
EPI_ISL_424463,Iceland/439/2020,Iceland,USA,2020-03-20,12.0,B.1.1.10
EPI_ISL_424462,Iceland/438/2020,Iceland,,2020-03-20,12.0,A.1.1
EPI_ISL_424459,Iceland/435/2020,Iceland,,2020-03-20,12.0,B.1
EPI_ISL_424496,Iceland/473/2020,Iceland,Austria,2020-03-20,12.0,B.1
EPI_ISL_424491,Iceland/468/2020,Iceland,,2020-03-20,12.0,B.1
EPI_ISL_424485,Iceland/462/2020,Iceland,,2020-03-20,12.0,B.1.1
EPI_ISL_424484,Iceland/461/2020,Iceland,,2020-03-20,12.0,B.1.5
EPI_ISL_424480,Iceland/457/2020,Iceland,,2020-03-20,12.0,B.2
EPI_ISL_424413,Iceland/389/2020,Iceland,Austria,2020-03-19,12.0,B.1
EPI_ISL_424411,Iceland/387/2020,Iceland,,2020-03-19,12.0,B.1.1.17
EPI_ISL_424410,Iceland/386/2020,Iceland,,2020-03-19,12.0,B.1.1.17
EPI_ISL_424405,Iceland/381/2020,Iceland,Austria,2020-03-19,12.0,B.1.8
EPI_ISL_424402,Iceland/378/2020,Iceland,UK,2020-03-19,12.0,B.1
EPI_ISL_424435,Iceland/411/2020,Iceland,,2020-03-19,12.0,B.2.1
EPI_ISL_424430,Iceland/406/2020,Iceland,,2020-03-19,12.0,B.1
EPI_ISL_424429,Iceland/405/2020,Iceland,,2020-03-19,12.0,A.1.1
EPI_ISL_424428,Iceland/404/2020,Iceland,UK,2020-03-19,12.0,B.1
EPI_ISL_424425,Iceland/401/2020,Iceland,,2020-03-19,12.0,B.1
EPI_ISL_424415,Iceland/391/2020,Iceland,,2020-03-19,12.0,B.1.1
EPI_ISL_424456,Iceland/432/2020,Iceland,,2020-03-20,12.0,B.1
EPI_ISL_424455,Iceland/431/2020,Iceland,,2020-03-20,12.0,B
EPI_ISL_424451,Iceland/427/2020,Iceland,Italy,2020-03-20,12.0,B.1
EPI_ISL_424445,Iceland/421/2020,Iceland,,2020-03-19,12.0,B.2.7
EPI_ISL_424443,Iceland/419/2020,Iceland,,2020-03-19,12.0,B.1.1.17
EPI_ISL_424442,Iceland/418/2020,Iceland,,2020-03-19,12.0,B.1.93
EPI_ISL_424441,Iceland/417/2020,Iceland,,2020-03-19,12.0,B.2.7
EPI_ISL_412459,Jingzhou/HBCDC-HB-01/2020,China,,2020-01-08,2.0,B
EPI_ISL_424438,Iceland/414/2020,Iceland,,2020-03-19,12.0,B.2.7
EPI_ISL_413931,USA/CA-CDPH-UC11/2020,USA,,2020-03-05,10.0,A.1
EPI_ISL_413925,USA/CA-CDPH-UC7/2020,USA,,2020-03-05,10.0,A.1
EPI_ISL_424606,Iceland/586/2020,Iceland,,2020-03-28,13.0,B.2.7
EPI_ISL_424604,Iceland/584/2020,Iceland,,2020-03-27,13.0,B.1.1
EPI_ISL_424602,Iceland/582/2020,Iceland,,2020-03-27,13.0,B.1.1
EPI_ISL_424600,Iceland/580/2020,Iceland,UK,2020-03-27,13.0,B.1
EPI_ISL_424597,Iceland/577/2020,Iceland,,2020-03-27,13.0,B.1.1.5
EPI_ISL_424595,Iceland/575/2020,Iceland,,2020-03-28,13.0,B.1.1.17
EPI_ISL_424591,Iceland/571/2020,Iceland,,2020-03-28,13.0,B.1
EPI_ISL_424581,Iceland/561/2020,Iceland,,2020-03-28,13.0,B.23
EPI_ISL_424510,Iceland/488/2020,Iceland,Austria,2020-03-20,12.0,B.1.1.1
EPI_ISL_413860,Guangdong/2020XN4273-P0036/2020,China,,2020-01-30,5.0,A
EPI_ISL_413861,Guangdong/GD2020080-P0010/2020,China,,2020-02-01,5.0,B
EPI_ISL_413864,Guangdong/GD2020246-P0028/2020,China,,2020-02-09,7.0,B
EPI_ISL_413856,Guangdong/GD2020233-P0027/2020,China,,2020-02-07,6.0,A
EPI_ISL_413857,Guangdong/2020XN4448-P0002/2020,China,,2020-01-31,5.0,B
EPI_ISL_424507,Iceland/484/2020,Iceland,,2020-03-20,12.0,B.2
EPI_ISL_424503,Iceland/480/2020,Iceland,,2020-03-20,12.0,B.2
EPI_ISL_424502,Iceland/479/2020,Iceland,,2020-03-20,12.0,B.3
EPI_ISL_424501,Iceland/478/2020,Iceland,,2020-03-20,12.0,B.1
EPI_ISL_413851,Guangdong/2020XN4373-P0039/2020,China,,2020-01-30,5.0,B
EPI_ISL_413853,Guangdong/2020XN4243-P0035/2020,China,,2020-01-30,5.0,A
EPI_ISL_413854,Guangdong/2020XN4475-P0042/2020,China,,2020-01-30,5.0,A
EPI_ISL_424530,Iceland/508/2020,Iceland,USA,2020-03-20,12.0,B.1.1.7
EPI_ISL_411218,France/IDF0571/2020,France,,2020-02-02,6.0,B
EPI_ISL_424529,Iceland/507/2020,Iceland,,2020-03-20,12.0,B.1.1.5
EPI_ISL_424528,Iceland/506/2020,Iceland,Spain,2020-03-21,12.0,B.1
EPI_ISL_413872,Guangdong/SZ-N59-P0049/2020,China,,2020-02-28,9.0,B
EPI_ISL_413874,Guangdong/GDFS2020127-P0026/2020,China,,2020-02-12,7.0,B
EPI_ISL_413869,Guangdong/FS-S42-P0046/2020,China,,2020-02-28,9.0,B
EPI_ISL_424518,Iceland/496/2020,Iceland,,2020-03-21,12.0,B.2.7
EPI_ISL_424557,Iceland/537/2020,Iceland,,2020-03-27,13.0,B.2.1
EPI_ISL_424556,Iceland/536/2020,Iceland,,2020-03-29,14.0,B.2.7
EPI_ISL_424555,Iceland/535/2020,Iceland,,2020-03-29,14.0,B.2.1
EPI_ISL_424551,Iceland/530/2020,Iceland,,2020-03-25,13.0,B.2.6
EPI_ISL_424545,Iceland/524/2020,Iceland,,2020-03-25,13.0,B.1.5
EPI_ISL_424543,Iceland/522/2020,Iceland,UK,2020-03-25,13.0,B.11
EPI_ISL_413888,Guangdong/2020XN4239-P0034/2020,China,,2020-01-30,5.0,B
EPI_ISL_424579,Iceland/559/2020,Iceland,,2020-03-26,13.0,B.3
EPI_ISL_424577,Iceland/557/2020,Iceland,,2020-03-27,13.0,B.23
EPI_ISL_424574,Iceland/554/2020,Iceland,,2020-03-27,13.0,B.1.1
EPI_ISL_424570,Iceland/550/2020,Iceland,,2020-03-28,13.0,B.1.1
EPI_ISL_424564,Iceland/544/2020,Iceland,,2020-03-27,13.0,B.2.7
EPI_ISL_424563,Iceland/543/2020,Iceland,,2020-03-27,13.0,B.1
EPI_ISL_426083,USA/WA-UW-2087/2020,USA,,2020-03-25,13.0,B.1
EPI_ISL_426086,USA/WA-UW-2100/2020,USA,,2020-03-25,13.0,B.1
EPI_ISL_426089,USA/WA-UW-2108/2020,USA,,2020-03-24,13.0,B.1
EPI_ISL_426090,USA/WA-UW-2112/2020,USA,,2020-03-25,13.0,B.1
EPI_ISL_426092,USA/WA-UW-2131/2020,USA,,2020-03-25,13.0,B.1
EPI_ISL_426094,USA/WA-UW-2137/2020,USA,,2020-03-24,13.0,B.1
EPI_ISL_426096,USA/WA-UW-2141/2020,USA,,2020-03-25,13.0,A.1
EPI_ISL_416696,USA/CT-UW158/2020,USA,,2020-03-13,11.0,A
EPI_ISL_428681,Spain/Madrid_LP27_2548/2020,Spain,,2020-03-11,11.0,B.1.5
EPI_ISL_428683,Spain/Madrid_H12_13/2020,Spain,,2020-03-03,10.0,A
EPI_ISL_428682,Spain/Madrid_LP30_2226/2020,Spain,,2020-03-11,11.0,B.1.5
EPI_ISL_427355,Belgium/ULG-10104/2020,Belgium,,2020-04-06,15.0,B.1.1.71
EPI_ISL_428687,Spain/Madrid_H12_24/2020,Spain,,2020-03-22,13.0,B.1.5
EPI_ISL_426025,USA/NY-Wadsworth-10496-01/2020,USA,,2020-03-03,10.0,B.1
EPI_ISL_426026,USA/NY-Wadsworth-10528-01/2020,USA,,2020-03-03,10.0,B.1
EPI_ISL_426027,USA/NY-Wadsworth-10683-01/2020,USA,,2020-03-04,10.0,B.2.1
EPI_ISL_428688,Spain/Madrid_H12_25/2020,Spain,,2020-03-22,13.0,B.1
EPI_ISL_426028,USA/NY-Wadsworth-10690-01/2020,USA,,2020-03-04,10.0,B.1
EPI_ISL_416680,USA/WA-UW142/2020,USA,,2020-03-11,11.0,A.1
EPI_ISL_416683,USA/WA-UW145/2020,USA,,2020-03-15,12.0,A.1
EPI_ISL_416684,USA/WA-UW146/2020,USA,,2020-03-14,11.0,A.1
EPI_ISL_416682,USA/WA-UW144/2020,USA,,2020-03-09,11.0,A.1
EPI_ISL_416687,USA/WA-UW149/2020,USA,,2020-03-14,11.0,A.1
EPI_ISL_414023,Switzerland/VD5615/2020,Switzerland,,2020-03-01,10.0,B.1.1
EPI_ISL_416686,USA/WA-UW148/2020,USA,,2020-03-14,11.0,A.1
EPI_ISL_416689,USA/WA-UW151/2020,USA,,2020-03-14,11.0,A.1
EPI_ISL_428690,Spain/Madrid_H12_27/2020,Spain,,2020-03-21,12.0,B.1
EPI_ISL_428692,Spain/Madrid_H12_29/2020,Spain,,2020-03-12,11.0,A.2
EPI_ISL_428694,Spain/Madrid_H12_31/2020,Spain,,2020-03-12,11.0,B.1.5
EPI_ISL_426032,USA/NY-Wadsworth-10707-01/2020,USA,,2020-03-04,10.0,B.1
EPI_ISL_428695,Spain/Madrid_H12_32/2020,Spain,,2020-03-12,11.0,B.1.5
EPI_ISL_427366,Belgium/ULG-10118/2020,Belgium,,2020-04-07,15.0,B.1
EPI_ISL_428698,Spain/Madrid_H12_35/2020,Spain,,2020-03-12,11.0,A.5
EPI_ISL_427369,Belgium/ULG-10121/2020,Belgium,,2020-04-07,15.0,B.1.12
EPI_ISL_428699,Spain/Madrid_H12_36/2020,Spain,,2020-03-09,11.0,A.2
EPI_ISL_430974,USA/WA-UW-6399/2020,USA,,2020-04-03,14.0,B.1
EPI_ISL_430973,USA/CT-UW-6385/2020,USA,,2020-04-01,14.0,B.1
EPI_ISL_430978,USA/WA-UW-6408/2020,USA,,2020-04-03,14.0,B.1
EPI_ISL_430976,USA/WA-UW-6403/2020,USA,,2020-04-03,14.0,B.1
EPI_ISL_429990,USA/CA-SR007/2020,USA,,2020-03-21,12.0,B.1
EPI_ISL_429992,Jordan/SR-032/2020,Jordan,,2020-03-22,13.0,B.1
EPI_ISL_427330,Russia/StPetersburg-RII4711S/2020,Russia,,2020-04-07,15.0,B.1.1.68
EPI_ISL_430980,USA/WA-UW-6417/2020,USA,,2020-04-03,14.0,B.1
EPI_ISL_427332,Russia/StPetersburg-RII4723S/2020,Russia,,2020-04-07,15.0,B.1.1.68
EPI_ISL_429993,Jordan/SR-033/2020,Jordan,,2020-03-16,12.0,B.1.1
EPI_ISL_427333,Russia/StPetersburg-RII4724S/2020,Russia,,2020-04-07,15.0,B.1.1.68
EPI_ISL_429996,Jordan/SR-036/2020,Jordan,,2020-03-23,13.0,B.1
EPI_ISL_429998,Jordan/SR-039/2020,Jordan,,2020-03-28,13.0,A.5
EPI_ISL_429997,Jordan/SR-037/2020,Jordan,,2020-03-16,12.0,B.2
EPI_ISL_427337,Russia/StPetersburg-RII4326S/2020,Russia,,2020-03-25,13.0,B.1
EPI_ISL_428670,Sri_Lanka/COV38/2020,Sri_Lanka,,2020-03-16,12.0,B.4
EPI_ISL_428672,Sri_Lanka/COV91/2020,Sri_Lanka,,2020-03-19,12.0,B.1
EPI_ISL_428674,Spain/Madrid_LP11_2271/2020,Spain,,2020-03-09,11.0,A
EPI_ISL_428673,Sri_Lanka/COV486/2020,Sri_Lanka,,2020-03-31,14.0,B.2
EPI_ISL_428675,Spain/Madrid_LP16_6193/2020,Spain,,2020-03-09,11.0,A
EPI_ISL_428677,Spain/Madrid_LP20_2327/2020,Spain,,2020-03-11,11.0,A.2
EPI_ISL_428679,Spain/Madrid_LP23_5852/2020,Spain,,2020-03-08,11.0,B.1.157
EPI_ISL_427394,Taiwan/TSGH-07/2020,Taiwan,,2020-03-22,13.0,B.1
EPI_ISL_427395,Taiwan/TSGH-08/2020,Taiwan,,2020-03-23,13.0,B.1.3
EPI_ISL_427396,Taiwan/TSGH-09/2020,Taiwan,,2020-03-23,13.0,B.3
EPI_ISL_427397,Taiwan/TSGH-10/2020,Taiwan,,2020-03-24,13.0,B.2.1
EPI_ISL_427398,Taiwan/TSGH-11/2020,Taiwan,,2020-03-25,13.0,B.6
EPI_ISL_426068,USA/ID-UW-4380/2020,USA,,2020-03-27,13.0,B.1
EPI_ISL_426070,USA/ID-UW-4400/2020,USA,,2020-03-28,13.0,B.1
EPI_ISL_426078,USA/UN-UW-2139/2020,USA,,2020-03-23,13.0,B.1
EPI_ISL_426042,USA/NY-Wadsworth-11202-01/2020,USA,,2020-03-06,10.0,B.1
EPI_ISL_427373,Belgium/ULG-10127/2020,Belgium,,2020-04-07,15.0,B.1.1
EPI_ISL_426044,USA/NY-Wadsworth-11291-01/2020,USA,,2020-03-06,10.0,B.1
EPI_ISL_427377,Belgium/ULG-10132/2020,Belgium,,2020-04-07,15.0,B.3
EPI_ISL_426049,USA/NY-Wadsworth-11380-01/2020,USA,,2020-03-06,10.0,B.1
EPI_ISL_427380,Belgium/ULG-10135/2020,Belgium,,2020-04-08,15.0,B.1.1
EPI_ISL_426051,Czech_Republic/2282/2020,Czech_Republic,,2020-03-20,12.0,B.1
EPI_ISL_426053,USA/CT-UW-4346/2020,USA,,2020-03-30,14.0,B.1.26
EPI_ISL_427384,Belgium/ULG-10139/2020,Belgium,,2020-04-08,15.0,B.1.12
EPI_ISL_426054,USA/CT-UW-4347/2020,USA,,2020-03-30,14.0,B.1
EPI_ISL_426055,USA/CT-UW-4366/2020,USA,,2020-03-30,14.0,B.1.3
EPI_ISL_427386,Belgium/ULG-10141/2020,Belgium,,2020-04-08,15.0,B.1
EPI_ISL_426056,USA/CT-UW-4372/2020,USA,,2020-03-30,14.0,B.1
EPI_ISL_426057,USA/ID-UW-2127/2020,USA,,2020-03-21,12.0,B.1
EPI_ISL_427388,Belgium/ULG-10144/2020,Belgium,,2020-04-07,15.0,B.1.1
EPI_ISL_430914,USA/WA-UW-5732/2020,USA,,2020-04-06,15.0,B.1
EPI_ISL_430919,USA/CT-UW-5754/2020,USA,,2020-04-05,15.0,B.1.3
EPI_ISL_430918,USA/WA-UW-5750/2020,USA,,2020-04-06,15.0,A.1
EPI_ISL_430917,USA/CT-UW-5749/2020,USA,,2020-04-04,14.0,B.1
EPI_ISL_417942,DRC/80/2020,DRC,,2020-03-18,12.0,B.1
EPI_ISL_430912,USA/WA-UW-5629/2020,USA,,2020-04-08,15.0,B.1.38
EPI_ISL_417946,DRC/82/2020,DRC,,2020-03-18,12.0,B.1
EPI_ISL_417938,USA/CA-CZB014/2020,USA,,2020-03-18,12.0,B.1
EPI_ISL_417939,USA/CA-CZB015a/2020,USA,,2020-03-18,12.0,B.1
EPI_ISL_430927,USA/CT-UW-5773/2020,USA,,2020-04-04,14.0,B.1
EPI_ISL_430926,USA/CT-UW-5772/2020,USA,,2020-04-04,14.0,B.1
EPI_ISL_430924,USA/UN-UW-5769/2020,USA,,2020-04-07,15.0,A.1
EPI_ISL_430923,USA/CT-UW-5764/2020,USA,,2020-04-05,15.0,B.1
EPI_ISL_430922,USA/CT-UW-5763/2020,USA,,2020-04-05,15.0,B.1
EPI_ISL_430921,USA/CT-UW-5757/2020,USA,,2020-04-06,15.0,B.1
EPI_ISL_430920,USA/WA-UW-5756/2020,USA,,2020-04-07,15.0,B.1
EPI_ISL_417964,USA/UT-014/2020,USA,,2020-03-13,11.0,A.1
EPI_ISL_417961,Spain/Madrid_H9_38/2020,Spain,,2020-03-12,11.0,A.2
EPI_ISL_416636,USA/WA-UW98/2020,USA,,2020-03-12,11.0,A.1
EPI_ISL_416635,USA/WA-UW97/2020,USA,,2020-03-12,11.0,A.1
EPI_ISL_417958,USA/UT-010/2020,USA,,2020-03-10,11.0,B.3
EPI_ISL_417959,USA/UT-011/2020,USA,,2020-03-11,11.0,B.1
EPI_ISL_430903,USA/UN-UW-5368/2020,USA,,2020-04-05,15.0,A.1
EPI_ISL_430907,USA/CT-UW-5595/2020,USA,,2020-04-07,15.0,B.1
EPI_ISL_417950,DRC/158/2020,DRC,,2020-03-20,12.0,B.2.1
EPI_ISL_430901,USA/WA-UW-5359/2020,USA,,2020-04-05,15.0,B.1
EPI_ISL_430900,USA/WA-UW-5205/2020,USA,,2020-04-02,14.0,A.1
EPI_ISL_417954,Spain/Madrid_H3_10/2020,Spain,,2020-03-12,11.0,B.1.5
EPI_ISL_417947,DRC/94/2020,DRC,,2020-03-19,12.0,B.1
EPI_ISL_417948,DRC/108/2020,DRC,,2020-03-19,12.0,B.1.128
EPI_ISL_427308,Russia/StPetersburg-RII4307V/2020,Russia,,2020-03-24,13.0,B.1.1
EPI_ISL_430959,USA/WA-UW-6243/2020,USA,,2020-04-02,14.0,B.1.1
EPI_ISL_430958,USA/WA-UW-6241/2020,USA,,2020-04-01,14.0,B.1
EPI_ISL_416650,USA/WA-UW112/2020,USA,,2020-03-10,11.0,A.1
EPI_ISL_416651,USA/WA-UW113/2020,USA,,2020-03-11,11.0,A.1
EPI_ISL_417980,Spain/Madrid_R5_8/2020,Spain,,2020-03-03,10.0,A.5
EPI_ISL_416654,USA/WA-UW116/2020,USA,,2020-03-11,11.0,A.1
EPI_ISL_416655,USA/WA-UW117/2020,USA,,2020-03-11,11.0,B.1
EPI_ISL_430951,USA/WA-UW-4413/2020,USA,,2020-03-31,14.0,B.1
EPI_ISL_416652,USA/WA-UW114/2020,USA,,2020-03-11,11.0,A.1
EPI_ISL_430950,USA/OR-UW-4410/2020,USA,,2020-03-29,14.0,B.1
EPI_ISL_417989,Portugal/PT0005/2020,Portugal,,2020-03-04,10.0,B.1
EPI_ISL_430956,USA/WA-UW-6213/2020,USA,,2020-04-01,14.0,B.6
EPI_ISL_429970,USA/VA-DCLS-0070/2020,USA,,2020-03-28,13.0,A.3
EPI_ISL_429972,USA/VA-DCLS-0072/2020,USA,,2020-03-28,13.0,B.1.37
EPI_ISL_429971,USA/VA-DCLS-0071/2020,USA,,2020-03-30,14.0,A.3
EPI_ISL_427316,Russia/StPetersburg-RII4584S/2020,Russia,,2020-04-03,14.0,B.1.1.68
EPI_ISL_427319,Russia/StPetersburg-RII4597S/2020,Russia,,2020-04-04,14.0,B.1.5
EPI_ISL_416640,USA/WA-UW102/2020,USA,,2020-03-11,11.0,A.1
EPI_ISL_417975,Spain/Madrid_LP14_3/2020,Spain,,2020-03-09,11.0,B.2
EPI_ISL_416644,USA/WA-UW106/2020,USA,,2020-03-11,11.0,A.1
EPI_ISL_417972,Spain/Madrid_LP12_21/2020,Spain,,2020-03-09,11.0,B.1
EPI_ISL_416642,USA/WA-UW104/2020,USA,,2020-03-11,11.0,B.1
EPI_ISL_430960,USA/CT-UW-6259/2020,USA,,2020-04-01,14.0,B.1
EPI_ISL_430967,USA/WA-UW-6327/2020,USA,,2020-04-02,14.0,B.1
EPI_ISL_417979,Spain/Madrid_R2_15/2020,Spain,,2020-03-03,10.0,A
EPI_ISL_430966,USA/WA-UW-6315/2020,USA,,2020-04-02,14.0,A.1
EPI_ISL_417976,USA/UT-033/2020,USA,,2020-03-19,12.0,B.1
